,0,1
34,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\1265350143_6e2b276ec9.jpg,0
35,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\1285423653_18926dc2c8_n.jpg,0
36,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\1286274236_1d7ac84efb_n.jpg,0
37,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\12891819633_e4c82b51e8.jpg,0
38,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\1299501272_59d9da5510_n.jpg,0
39,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\1314069875_da8dc023c6_m.jpg,0
40,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\1342002397_9503c97b49.jpg,0
41,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\134372449_0f7166d96c_n.jpg,0
42,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\134409839_71069a95d1_m.jpg,0
43,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\1344985627_c3115e2d71_n.jpg,0
44,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\13491959645_2cd9df44d6_n.jpg,0
45,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\1354396826_2868631432_m.jpg,0
46,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\1355787476_32e9f2a30b.jpg,0
47,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\13583238844_573df2de8e_m.jpg,0
48,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\1374193928_a52320eafa.jpg,0
49,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\13826249325_f61cb15f86_n.jpg,0
50,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\13901930939_a7733c03f0_n.jpg,0
51,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\1392131677_116ec04751.jpg,0
52,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\1392946544_115acbb2d9.jpg,0
53,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\13953307149_f8de6a768c_m.jpg,0
54,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\1396526833_fb867165be_n.jpg,0
55,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14073784469_ffb12f3387_n.jpg,0
56,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14087947408_9779257411_n.jpg,0
57,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14088053307_1a13a0bf91_n.jpg,0
58,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14114116486_0bb6649bc1_m.jpg,0
59,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14147016029_8d3cf2414e.jpg,0
60,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14167534527_781ceb1b7a_n.jpg,0
61,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14167543177_cd36b54ac6_n.jpg,0
62,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14219214466_3ca6104eae_m.jpg,0
63,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14221836990_90374e6b34.jpg,0
64,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14245834619_153624f836.jpg,0
65,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14264136211_9531fbc144.jpg,0
66,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14272874304_47c0a46f5a.jpg,0
67,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14307766919_fac3c37a6b_m.jpg,0
68,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14330343061_99478302d4_m.jpg,0
69,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14332947164_9b13513c71_m.jpg,0
70,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14350958832_29bdd3a254.jpg,0
71,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14372713423_61e2daae88.jpg,0
72,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14399435971_ea5868c792.jpg,0
73,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14402451388_56545a374a_n.jpg,0
74,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\144076848_57e1d662e3_m.jpg,0
75,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\144099102_bf63a41e4f_n.jpg,0
76,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\1441939151_b271408c8d_n.jpg,0
77,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\144603918_b9de002f60_m.jpg,0
78,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14485782498_fb342ec301.jpg,0
79,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14554906452_35f066ffe9_n.jpg,0
80,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14564545365_1f1d267bf1_n.jpg,0
81,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14569895116_32f0dcb0f9.jpg,0
82,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14600779226_7bbc288d40_m.jpg,0
83,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14621687774_ec52811acd_n.jpg,0
84,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14674743211_f68b13f6d9.jpg,0
85,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14698531521_0c2f0c6539.jpg,0
86,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\147068564_32bb4350cc.jpg,0
87,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14707111433_cce08ee007.jpg,0
88,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14716799982_ed6d626a66.jpg,0
89,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14816364517_2423021484_m.jpg,0
90,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14907815010_bff495449f.jpg,0
91,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\14921511479_7b0a647795.jpg,0
92,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\15029936576_8d6f96c72c_n.jpg,0
93,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\15207766_fc2f1d692c_n.jpg,0
94,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\15306268004_4680ba95e1.jpg,0
95,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\153210866_03cc9f2f36.jpg,0
96,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\15760153042_a2a90e9da5_m.jpg,0
97,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\15760811380_4d686c892b_n.jpg,0
98,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\15784493690_b1858cdb2b_n.jpg,0
99,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\15813862117_dedcd1c56f_m.jpg,0
100,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\15853110333_229c439e7f.jpg,0
101,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\158869618_f1a6704236_n.jpg,0
102,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\16020253176_60f2a6a5ca_n.jpg,0
103,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\16121105382_b96251e506_m.jpg,0
104,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\16161045294_70c76ce846_n.jpg,0
105,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\162362896_99c7d851c8_n.jpg,0
106,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\162362897_1d21b70621_m.jpg,0
107,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\16291797949_a1b1b7c2bd_n.jpg,0
108,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\163978992_8128b49d3e_n.jpg,0
109,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\16401288243_36112bd52f_m.jpg,0
110,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\16482676953_5296227d40_n.jpg,0
111,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\16492248512_61a57dfec1_m.jpg,0
112,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\16527403771_2391f137c4_n.jpg,0
113,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\1656856503_447e5b0f03.jpg,0
114,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\16737503507_431768a927.jpg,0
115,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\16819071290_471d99e166_m.jpg,0
116,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\17027891179_3edc08f4f6.jpg,0
117,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\171972704_389cf7a953.jpg,0
118,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\17249393016_093e915012_n.jpg,0
119,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\172882635_4cc7b86731_m.jpg,0
120,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\17357636476_1953c07aa4_n.jpg,0
121,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\174131220_c853df1287.jpg,0
122,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\176375506_201859bb92_m.jpg,0
123,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\18023717391_e2c9089e10.jpg,0
124,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\181007802_7cab5ee78e_n.jpg,0
125,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\18195689904_46619b7e16_n.jpg,0
126,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\18203367608_07a04e98a4_n.jpg,0
127,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\18354545086_693ea7bc2a.jpg,0
128,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\18400014056_2e4c601ed5.jpg,0
129,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\18442919723_d1251d3e14_n.jpg,0
130,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\18474740346_ffdaa18032.jpg,0
131,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\18582579815_4c6637e9ff_m.jpg,0
132,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\18622672908_eab6dc9140_n.jpg,0
133,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\18635898912_eb8e058ef0.jpg,0
134,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\18679421522_3be9879e32.jpg,0
135,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\18684594849_7dd3634f5e_n.jpg,0
136,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\18711159980_11d3bd5042.jpg,0
137,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\1879567877_8ed2a5faa7_n.jpg,0
138,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\18901817451_43e2b45f6c.jpg,0
139,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\19019544592_b64469bf84_n.jpg,0
140,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\19177263840_6a316ea639.jpg,0
141,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\19178753159_a471bf4b6b.jpg,0
142,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\19544831049_0d738d4872_m.jpg,0
143,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\1955336401_fbb206d6ef_n.jpg,0
144,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\19653086178_28156b7ce4_m.jpg,0
145,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\19813618946_93818db7aa_m.jpg,0
146,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\19834392829_7d697871f6.jpg,0
147,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\19865728236_a62f8f445b_n.jpg,0
148,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\19975899671_ebc42b7865_n.jpg,0
149,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2001380507_19488ff96a_n.jpg,0
150,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\20182559506_40a112f762.jpg,0
151,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2019064575_7656b9340f_m.jpg,0
152,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\20289938802_e16fa9f23d.jpg,0
153,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\20329326505_a777c71cc2.jpg,0
154,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2045022175_ad087f5f60_n.jpg,0
155,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\20580471306_ab5a011b15_n.jpg,0
156,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\20619292635_9857a12d54.jpg,0
157,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\20703737132_179560d0fb.jpg,0
158,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\20948886919_cac7844f34_n.jpg,0
159,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\21402054779_759366efb0_n.jpg,0
160,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\21626652132_97e1318bb8_m.jpg,0
161,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\21652746_cc379e0eea_m.jpg,0
162,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\21805938544_bf6bb0e4bc.jpg,0
163,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2213954589_c7da4b1486.jpg,0
164,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\22244161124_53e457bb66_n.jpg,0
165,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\22873310415_3a5674ec10_m.jpg,0
166,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\23095658544_7226386954_n.jpg,0
167,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2331133004_582772d58f_m.jpg,0
168,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2346726545_2ebce2b2a6.jpg,0
169,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2349640101_212c275aa7.jpg,0
170,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2408024540_37f0be7cc0_n.jpg,0
171,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2454280135_ac3aa75cdc_n.jpg,0
172,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2454280137_e1637536ae_n.jpg,0
173,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2473825306_62fd5f8785_n.jpg,0
174,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2476937534_21b285aa46_n.jpg,0
175,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2479956481_8d1a9699be_n.jpg,0
176,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2480569557_f4e1f0dcb8_n.jpg,0
177,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2481823240_eab0d86921.jpg,0
178,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2482982436_a2145359e0_n.jpg,0
179,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2488902131_3417698611_n.jpg,0
180,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2509545845_99e79cb8a2_n.jpg,0
181,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2511306240_9047015f2d_n.jpg,0
182,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2521408074_e6f86daf21_n.jpg,0
183,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\25360380_1a881a5648.jpg,0
184,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2536529152_33ef3ee078_n.jpg,0
185,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2538504987_fe524b92a8_n.jpg,0
186,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2539552964_921cf645ba_n.jpg,0
187,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2551708158_1f10e81e11.jpg,0
188,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2556503265_63ae6b9e0e_m.jpg,0
189,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2561352120_7961d8263f.jpg,0
190,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2561371688_c80a4fe957_n.jpg,0
191,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2567033807_8e918c53d8_n.jpg,0
192,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2573240560_ff7ffdd449.jpg,0
193,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2578695910_5ab8ee17c1_n.jpg,0
194,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2579018590_74359dcf1a_m.jpg,0
195,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2581171297_b0a249b92b_n.jpg,0
196,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2599662355_7782218c83.jpg,0
197,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2607132536_d95198e619_n.jpg,0
198,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2612704455_efce1c2144_m.jpg,0
199,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2617111535_54c2ac8462.jpg,0
200,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2632216904_274aa17433.jpg,0
201,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2635314490_e12d3b0f36_m.jpg,0
202,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2641151167_3bf1349606_m.jpg,0
203,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2641979584_2b21c3fe29_m.jpg,0
204,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2642408410_61545fdc83_n.jpg,0
205,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2646438199_b309cffd65_n.jpg,0
206,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2666572212_2caca8de9f_n.jpg,0
207,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\267148092_4bb874af58.jpg,0
208,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2713919471_301fcc941f.jpg,0
209,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2812442552_3eed5fb9f2_m.jpg,0
210,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2828733818_1c1ed0089d_n.jpg,0
211,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2838487505_6c3b48efa5_m.jpg,0
212,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2862944799_45bc8e7302.jpg,0
213,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\286875003_f7c0e1882d.jpg,0
214,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2901376034_cdb4bac26b_m.jpg,0
215,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\2908212142_5437fa67ff_n.jpg,0
216,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\294451721_5106537b34.jpg,0
217,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\299129811_d6ebda9970.jpg,0
218,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\301964511_fab84ea1c1.jpg,0
219,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\3025866885_22fb0b61c6_n.jpg,0
220,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\302782756_d35cb3e468.jpg,0
221,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\305160642_53cde0f44f.jpg,0
222,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\3080880039_4f1bd592e5_n.jpg,0
223,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\3084924076_4d5c5711af_m.jpg,0
224,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\3117644024_1cbb59a509_n.jpg,0
225,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\3275951182_d27921af97_n.jpg,0
226,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\3285641623_da0e47f49a.jpg,0
227,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\3336704121_cfeb67a7d7.jpg,0
228,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\3337536080_1db19964fe.jpg,0
229,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\3337643329_accc9b5426.jpg,0
230,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\3338077096_3a8ed0e2bc_m.jpg,0
231,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\3356112863_75da8bca2c_m.jpg,0
232,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\3386988684_bc5a66005e.jpg,0
233,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\3410906335_37e8a24b1c_n.jpg,0
234,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\3415180846_d7b5cced14_m.jpg,0
235,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\3440366251_5b9bdf27c9_m.jpg,0
236,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\3445110406_0c1616d2e3_n.jpg,0
237,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\3456403987_5bd5fa6ece_n.jpg,0
238,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\3463313493_9497aa47e5_n.jpg,0
239,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\3475870145_685a19116d.jpg,0
240,D:\研究生\研究生\machine_learning\src\raw_datasets\flower_photos\daisy\3483303007_42e3f90da7.jpg,0
